Date,Meal,Food_Item,Calories,Protein_g,Carbs_g,Fat_g,Meal_Time,Water_ml
2022-04-20,Supper,Fruit,688.0,12.0,52.2,20.4,17:00,221.0
2022-04-20,Dinner,,,,,,,
2022-04-21,Breakfast,,,,,,,
2022-04-21,Lunch,,,,,,,
2022-04-21,Supper,Sprouts,331.0,26.5,67.6,,17:00,1707.0
2022-04-21,Dinner,Soup,436.0,36.7,33.2,13.3,20:30,10.0
2022-04-22,Breakfast,,,,,,,
2022-04-22,Lunch,Salad,302.0,19.8,39.2,12.9,13:00,1459.0
2022-04-22,Supper,Fruit,255.0,,76.9,17.9,17:00,205.0
2022-04-22,Dinner,Roti,376.0,17.7,39.2,,20:30,1139.0
2022-04-23,Breakfast,Eggs,468.0,11.4,43.9,13.6,08:00,703.0
2022-04-23,Lunch,Chicken,495.0,25.0,63.8,35.0,13:00,
2022-04-23,Supper,Sprouts,361.0,21.9,58.2,24.6,,
2022-04-23,Dinner,Roti,562.0,,79.5,12.3,,763.0
2022-04-24,Breakfast,Toast,600.0,37.0,40.4,26.3,,
2022-04-24,Lunch,Dal,559.0,13.1,43.4,19.3,,1084.0
2022-04-24,Supper,Nuts,522.0,32.9,37.5,16.0,17:00,256.0
2022-04-24,Dinner,Soup,307.0,25.9,69.1,22.7,20:30,66.0
2022-04-25,Breakfast,Smoothie,671.0,12.2,31.0,12.4,08:00,896.0
2022-04-25,Lunch,Chicken,657.0,26.5,68.0,28.3,13:00,1365.0
2022-04-25,Supper,Fruit,520.0,26.2,81.2,14.7,17:00,102.0
2022-04-25,Dinner,Roti,495.0,16.7,37.0,,20:30,232.0
2022-04-26,Breakfast,Eggs,638.0,,27.9,,08:00,92.0
2022-04-26,Lunch,Dal,289.0,24.0,46.2,,13:00,828.0
2022-04-26,Supper,Nuts,486.0,30.5,39.7,32.2,17:00,625.0
2022-04-26,Dinner,Fish,454.0,29.9,44.3,33.3,20:30,548.0
2022-04-27,Breakfast,,,,,,,
2022-04-27,Lunch,Rice,570.0,14.8,,32.2,13:00,442.0
2022-04-27,Supper,Fruit,266.0,29.5,35.1,30.5,17:00,147.0
2022-04-27,Dinner,Tofu,532.0,,42.9,,20:30,2713.0
2022-04-28,Breakfast,,,,,,,
2022-04-28,Lunch,Curd,262.0,17.8,,21.8,13:00,539.0
2022-04-28,Supper,Nuts,665.0,42.9,28.0,16.6,17:00,225.0
2022-04-28,Dinner,Tofu,563.0,28.8,43.1,,20:30,1470.0
2022-04-29,Breakfast,Pancakes,699.0,41.0,85.7,32.7,08:00,128.0
2022-04-29,Lunch,Paneer,622.0,25.0,72.5,30.3,13:00,340.0
2022-04-29,Supper,Sandwich,342.0,42.0,41.3,30.8,17:00,641.0
2022-04-29,Dinner,Vegetables,696.0,19.5,25.4,34.4,20:30,1547.0
2022-04-30,Breakfast,Oats,565.0,16.7,54.9,,08:00,304.0
2022-04-30,Lunch,Salad,505.0,42.1,75.5,11.5,13:00,610.0
2022-04-30,Supper,,,,,,,
2022-04-30,Dinner,,,,,,,
2022-05-01,Breakfast,Toast,334.0,39.2,88.4,11.7,08:00,
2022-05-01,Lunch,,,,,,,
2022-05-01,Supper,Nuts,521.0,30.1,,8.8,17:00,
2022-05-01,Dinner,,,,,,,
2022-05-02,Breakfast,Poha,312.0,11.8,52.7,30.5,08:00,554.0
2022-05-02,Lunch,Salad,533.0,11.8,65.7,15.8,13:00,227.0
2022-05-02,Supper,Sprouts,444.0,27.0,70.1,22.9,17:00,871.0
2022-05-02,Dinner,Roti,575.0,22.1,51.5,11.4,20:30,223.0
2022-05-03,Breakfast,Toast,287.0,18.4,68.7,30.3,08:00,1399.0
2022-05-03,Lunch,Paneer,527.0,33.5,42.6,10.2,13:00,1456.0
2022-05-03,Supper,,,,,,,
2022-05-03,Dinner,Vegetables,690.0,27.7,66.5,34.6,20:30,168.0
2022-05-04,Breakfast,Eggs,616.0,38.6,27.6,32.0,08:00,434.0
2022-05-04,Lunch,,,,,,,
2022-05-04,Supper,Sandwich,357.0,12.1,43.7,10.5,17:00,302.0
2022-05-04,Dinner,Roti,393.0,10.2,,18.2,20:30,562.0
2022-05-05,Breakfast,Toast,532.0,35.7,47.2,20.9,,
2022-05-05,Lunch,Chicken,425.0,11.0,66.0,19.5,13:00,131.0
2022-05-05,Supper,Sprouts,264.0,41.2,,,17:00,866.0
2022-05-05,Dinner,Fish,581.0,15.3,80.4,34.8,20:30,1761.0
2022-05-06,Breakfast,Toast,480.0,10.6,72.4,16.7,08:00,
2022-05-06,Lunch,Rice,559.0,42.1,67.2,10.8,13:00,
2022-05-06,Supper,Nuts,522.0,29.4,34.6,10.5,17:00,408.0
2022-05-06,Dinner,,,,,,,
2022-05-07,Breakfast,Smoothie,677.0,13.4,36.5,34.7,08:00,1729.0
2022-05-07,Lunch,Rice,632.0,21.4,44.9,18.9,13:00,911.0
2022-05-07,Supper,Nuts,446.0,30.2,70.1,26.9,17:00,509.0
2022-05-07,Dinner,Khichdi,646.0,10.9,43.5,20.0,20:30,185.0
2022-05-08,Breakfast,Smoothie,456.0,29.1,,25.2,08:00,1819.0
2022-05-08,Lunch,,,,,,,
2022-05-08,Supper,Fruit,675.0,15.4,88.5,,17:00,137.0
2022-05-08,Dinner,Soup,403.0,37.0,46.9,33.4,20:30,260.0
2022-05-09,Breakfast,Poha,464.0,37.7,45.7,23.7,,560.0
2022-05-09,Lunch,Dal,535.0,27.5,31.9,11.1,13:00,
2022-05-09,Supper,Nuts,296.0,31.6,54.7,18.7,17:00,672.0
2022-05-09,Dinner,Fish,387.0,19.2,59.1,11.0,20:30,
2022-05-10,Breakfast,,,,,,,
2022-05-10,Lunch,Paneer,657.0,38.1,60.1,10.1,13:00,478.0
2022-05-10,Supper,,,,,,,
2022-05-10,Dinner,Vegetables,436.0,23.0,64.9,22.1,20:30,455.0
2022-05-11,Breakfast,,,,,,,
2022-05-11,Lunch,Chicken,486.0,23.8,64.2,29.6,,1523.0
2022-05-11,Supper,Yogurt,478.0,37.5,,17.2,17:00,71.0
2022-05-11,Dinner,Fish,429.0,10.8,32.6,11.4,20:30,1120.0
2022-05-12,Breakfast,,,,,,,
2022-05-12,Lunch,Curd,675.0,37.5,63.9,19.2,13:00,1814.0
2022-05-12,Supper,Fruit,691.0,16.5,28.9,24.3,17:00,
2022-05-12,Dinner,Khichdi,372.0,15.7,,13.5,20:30,638.0
2022-05-13,Breakfast,,,,,,,
2022-05-13,Lunch,Dal,258.0,,,9.3,13:00,45.0
2022-05-13,Supper,Fruit,515.0,,79.7,16.0,17:00,1384.0
2022-05-13,Dinner,,,,,,,
2022-05-14,Breakfast,Poha,533.0,12.7,25.3,26.1,08:00,
2022-05-14,Lunch,Rice,317.0,16.2,31.4,33.8,13:00,1709.0
2022-05-14,Supper,Fruit,397.0,16.3,76.8,26.3,,88.0
2022-05-14,Dinner,Roti,688.0,37.4,89.5,14.5,20:30,277.0
2022-05-15,Breakfast,Toast,277.0,38.1,81.3,9.6,08:00,349.0
2022-05-15,Lunch,Salad,559.0,12.1,,28.8,13:00,1127.0
2022-05-15,Supper,Sprouts,658.0,24.3,48.0,16.2,17:00,468.0
2022-05-15,Dinner,,,,,,,
2022-05-16,Breakfast,Toast,419.0,26.6,27.8,26.9,08:00,817.0
2022-05-16,Lunch,Paneer,326.0,,45.6,32.6,13:00,856.0
2022-05-16,Supper,Nuts,498.0,,30.9,16.6,,
2022-05-16,Dinner,Roti,621.0,24.3,,32.2,20:30,1374.0
2022-05-17,Breakfast,,,,,,,
2022-05-17,Lunch,,,,,,,
2022-05-17,Supper,Yogurt,585.0,17.0,41.0,16.3,17:00,
2022-05-17,Dinner,Fish,259.0,28.1,38.9,,20:30,83.0
2022-05-18,Breakfast,Eggs,360.0,33.8,85.6,34.9,,339.0
2022-05-18,Lunch,Rice,366.0,10.0,83.7,8.7,13:00,
2022-05-18,Supper,,,,,,,
2022-05-18,Dinner,Fish,495.0,24.4,38.6,34.4,20:30,910.0
2022-05-19,Breakfast,,,,,,,
2022-05-19,Lunch,Curd,444.0,20.9,52.8,25.4,13:00,1239.0
2022-05-19,Supper,Fruit,573.0,37.8,46.0,28.7,,206.0
2022-05-19,Dinner,,,,,,,
2022-05-20,Breakfast,,,,,,,
2022-05-20,Lunch,Paneer,256.0,40.0,74.7,12.0,13:00,1107.0
2022-05-20,Supper,Nuts,275.0,18.5,,9.7,17:00,803.0
2022-05-20,Dinner,,,,,,,
2022-05-21,Breakfast,,,,,,,
2022-05-21,Lunch,,,,,,,
2022-05-21,Supper,Sprouts,440.0,12.9,67.0,24.9,17:00,634.0
2022-05-21,Dinner,Soup,336.0,15.9,79.4,22.8,20:30,1681.0
2022-05-22,Breakfast,,,,,,,
2022-05-22,Lunch,,,,,,,
2022-05-22,Supper,Fruit,629.0,35.4,,19.0,17:00,798.0
2022-05-22,Dinner,Vegetables,439.0,43.0,44.4,,20:30,1666.0
2022-05-23,Breakfast,,,,,,,
2022-05-23,Lunch,Paneer,658.0,,88.9,14.7,13:00,584.0
2022-05-23,Supper,,,,,,,
2022-05-23,Dinner,Khichdi,271.0,16.8,78.3,25.5,20:30,108.0
2022-05-24,Breakfast,Pancakes,450.0,24.7,39.3,8.0,08:00,2337.0
2022-05-24,Lunch,Curd,346.0,,85.4,19.6,13:00,376.0
2022-05-24,Supper,Sandwich,355.0,13.9,,34.8,,2.0
2022-05-24,Dinner,,,,,,,
2022-05-25,Breakfast,Poha,535.0,37.2,54.9,34.7,08:00,512.0
2022-05-25,Lunch,,,,,,,
2022-05-25,Supper,Fruit,301.0,40.2,42.4,22.4,17:00,
2022-05-25,Dinner,Soup,660.0,10.0,,14.5,20:30,655.0
2022-05-26,Breakfast,Oats,280.0,21.9,71.1,34.8,08:00,1211.0
2022-05-26,Lunch,Dal,306.0,12.5,84.1,,13:00,526.0
2022-05-26,Supper,,,,,,,
2022-05-26,Dinner,Khichdi,265.0,15.9,80.5,8.4,20:30,246.0
2022-05-27,Breakfast,Toast,251.0,15.9,45.2,21.6,08:00,225.0
2022-05-27,Lunch,,,,,,,
2022-05-27,Supper,,,,,,,
2022-05-27,Dinner,Tofu,460.0,23.2,51.9,9.1,20:30,
2022-05-28,Breakfast,,,,,,,
2022-05-28,Lunch,,,,,,,
2022-05-28,Supper,Sprouts,403.0,36.9,65.9,25.1,17:00,972.0
2022-05-28,Dinner,Vegetables,640.0,38.7,61.5,26.1,20:30,390.0
2022-05-29,Breakfast,Oats,281.0,22.7,78.6,13.5,08:00,290.0
2022-05-29,Lunch,Rice,464.0,24.4,29.7,23.5,13:00,381.0
2022-05-29,Supper,Fruit,394.0,18.1,80.2,18.7,17:00,1101.0
2022-05-29,Dinner,Tofu,417.0,35.0,,20.0,20:30,983.0
2022-05-30,Breakfast,Toast,357.0,11.7,41.7,20.6,08:00,541.0
2022-05-30,Lunch,Salad,682.0,25.6,56.8,17.5,13:00,157.0
2022-05-30,Supper,,,,,,,
2022-05-30,Dinner,Vegetables,298.0,39.7,48.6,29.4,20:30,507.0
2022-05-31,Breakfast,Smoothie,585.0,33.2,39.2,,08:00,933.0
2022-05-31,Lunch,Salad,502.0,23.9,64.9,29.8,13:00,499.0
2022-05-31,Supper,Sandwich,531.0,,52.9,9.5,17:00,1152.0
2022-05-31,Dinner,Fish,333.0,40.0,86.0,21.3,20:30,368.0
2022-06-01,Breakfast,Toast,511.0,17.2,80.3,10.3,08:00,231.0
2022-06-01,Lunch,Paneer,542.0,14.2,34.1,15.7,13:00,985.0
2022-06-01,Supper,Sprouts,284.0,20.7,,26.8,17:00,530.0
2022-06-01,Dinner,,,,,,,
2022-06-02,Breakfast,Poha,370.0,43.9,72.3,32.9,08:00,953.0
2022-06-02,Lunch,,,,,,,
2022-06-02,Supper,Sandwich,578.0,24.3,43.2,11.7,17:00,209.0
2022-06-02,Dinner,Khichdi,263.0,40.0,,29.7,20:30,548.0
2022-06-03,Breakfast,Oats,300.0,35.9,56.5,10.3,08:00,395.0
2022-06-03,Lunch,Dal,267.0,12.6,31.9,30.6,13:00,
2022-06-03,Supper,,,,,,,
2022-06-03,Dinner,Fish,274.0,14.2,,,20:30,7.0
2022-06-04,Breakfast,Poha,337.0,31.6,82.5,14.2,08:00,506.0
2022-06-04,Lunch,,,,,,,
2022-06-04,Supper,,,,,,,
2022-06-04,Dinner,Khichdi,545.0,28.1,80.1,26.5,20:30,
2022-06-05,Breakfast,Toast,339.0,28.0,31.7,28.3,08:00,1309.0
2022-06-05,Lunch,Paneer,640.0,42.6,62.4,11.4,13:00,297.0
2022-06-05,Supper,Yogurt,557.0,31.8,33.5,16.4,17:00,109.0
2022-06-05,Dinner,Soup,590.0,23.1,38.6,26.8,20:30,630.0
2022-06-06,Breakfast,Eggs,658.0,,49.8,16.1,08:00,170.0
2022-06-06,Lunch,Dal,446.0,44.2,37.2,,13:00,1728.0
2022-06-06,Supper,Fruit,449.0,42.3,89.8,8.9,17:00,741.0
2022-06-06,Dinner,Tofu,253.0,42.1,28.1,17.1,20:30,671.0
2022-06-07,Breakfast,,,,,,,
2022-06-07,Lunch,Paneer,683.0,36.0,39.8,9.6,13:00,1191.0
2022-06-07,Supper,Nuts,593.0,30.4,82.5,12.1,17:00,422.0
2022-06-07,Dinner,,,,,,,
2022-06-08,Breakfast,Toast,548.0,27.6,84.1,27.4,08:00,73.0
2022-06-08,Lunch,Salad,663.0,43.8,70.3,,13:00,832.0
2022-06-08,Supper,,,,,,,
2022-06-08,Dinner,,,,,,,
2022-06-09,Breakfast,,,,,,,
2022-06-09,Lunch,Rice,286.0,40.0,44.8,13.2,13:00,31.0
2022-06-09,Supper,Sandwich,366.0,21.6,86.1,17.3,17:00,1983.0
2022-06-09,Dinner,,,,,,,
2022-06-10,Breakfast,,,,,,,
2022-06-10,Lunch,,,,,,,
2022-06-10,Supper,Sprouts,298.0,10.8,75.3,11.6,,551.0
2022-06-10,Dinner,Roti,390.0,36.7,83.1,19.7,20:30,339.0
2022-06-11,Breakfast,Smoothie,254.0,15.0,62.7,15.6,,1344.0
2022-06-11,Lunch,Rice,289.0,15.4,53.6,,13:00,292.0
2022-06-11,Supper,Nuts,622.0,30.0,84.1,,17:00,248.0
2022-06-11,Dinner,Soup,578.0,10.5,41.7,20.1,20:30,134.0
2022-06-12,Breakfast,Oats,445.0,29.0,70.2,21.9,08:00,1503.0
2022-06-12,Lunch,,,,,,,
2022-06-12,Supper,,,,,,,
2022-06-12,Dinner,Roti,378.0,22.1,53.1,29.1,20:30,366.0
2022-06-13,Breakfast,Poha,395.0,39.6,30.2,27.1,08:00,1019.0
2022-06-13,Lunch,Chicken,576.0,23.6,33.5,15.1,13:00,587.0
2022-06-13,Supper,Sandwich,407.0,41.3,87.8,20.0,17:00,777.0
2022-06-13,Dinner,Tofu,560.0,11.7,50.1,17.5,20:30,761.0
2022-06-14,Breakfast,,,,,,,
2022-06-14,Lunch,Rice,501.0,23.3,57.2,8.2,13:00,725.0
2022-06-14,Supper,,,,,,,
2022-06-14,Dinner,Tofu,427.0,24.6,,,20:30,367.0
2022-06-15,Breakfast,Oats,468.0,27.8,34.1,31.4,08:00,907.0
2022-06-15,Lunch,Dal,305.0,27.7,75.6,31.2,13:00,
2022-06-15,Supper,,,,,,,
2022-06-15,Dinner,Roti,507.0,10.3,51.6,16.9,20:30,925.0
2022-06-16,Breakfast,Eggs,602.0,,53.0,23.4,08:00,69.0
2022-06-16,Lunch,Chicken,611.0,35.0,53.9,8.7,13:00,140.0
2022-06-16,Supper,Yogurt,683.0,25.6,61.0,16.0,17:00,1069.0
2022-06-16,Dinner,Tofu,589.0,14.0,66.9,30.5,20:30,
2022-06-17,Breakfast,Smoothie,331.0,17.7,31.7,23.8,08:00,1078.0
2022-06-17,Lunch,Salad,430.0,14.5,73.2,25.4,13:00,548.0
2022-06-17,Supper,,,,,,,
2022-06-17,Dinner,Vegetables,287.0,23.5,78.4,34.2,20:30,882.0
2022-06-18,Breakfast,,,,,,,
2022-06-18,Lunch,Dal,660.0,,,17.4,13:00,264.0
2022-06-18,Supper,Nuts,408.0,18.9,74.9,,,303.0
2022-06-18,Dinner,,,,,,,
2022-06-19,Breakfast,Poha,334.0,12.3,88.2,17.7,08:00,375.0
2022-06-19,Lunch,Salad,275.0,,33.1,25.7,13:00,1565.0
2022-06-19,Supper,Nuts,398.0,40.4,72.9,21.5,17:00,608.0
2022-06-19,Dinner,Tofu,270.0,18.9,66.0,8.7,20:30,221.0
2022-06-20,Breakfast,Oats,481.0,14.4,59.2,11.0,08:00,991.0
2022-06-20,Lunch,Paneer,339.0,25.4,41.9,30.6,13:00,1553.0
2022-06-20,Supper,,,,,,,
2022-06-20,Dinner,Fish,551.0,,74.4,24.7,20:30,391.0
2022-06-21,Breakfast,Smoothie,314.0,10.7,53.1,8.9,08:00,577.0
2022-06-21,Lunch,Salad,550.0,42.0,38.8,11.9,13:00,854.0
2022-06-21,Supper,Fruit,516.0,39.1,57.1,,17:00,27.0
2022-06-21,Dinner,,,,,,,
2022-06-22,Breakfast,,,,,,,
2022-06-22,Lunch,,,,,,,
2022-06-22,Supper,Yogurt,632.0,15.9,87.9,20.2,17:00,868.0
2022-06-22,Dinner,Tofu,285.0,15.0,31.8,19.4,20:30,42.0
2022-06-23,Breakfast,Pancakes,559.0,16.0,53.0,21.8,08:00,
2022-06-23,Lunch,Curd,308.0,34.0,39.7,11.6,13:00,371.0
2022-06-23,Supper,Sandwich,389.0,27.1,,10.1,17:00,544.0
2022-06-23,Dinner,Fish,386.0,31.8,,31.6,20:30,552.0
2022-06-24,Breakfast,Poha,636.0,,63.7,10.9,08:00,778.0
2022-06-24,Lunch,Curd,445.0,,69.1,14.4,13:00,125.0
2022-06-24,Supper,Yogurt,281.0,35.7,58.9,13.8,17:00,1367.0
2022-06-24,Dinner,Vegetables,679.0,28.0,,,20:30,211.0
2022-06-25,Breakfast,,,,,,,
2022-06-25,Lunch,Dal,632.0,22.6,66.4,9.9,13:00,216.0
2022-06-25,Supper,,,,,,,
2022-06-25,Dinner,Khichdi,447.0,37.9,63.7,31.9,20:30,483.0
2022-06-26,Breakfast,Eggs,562.0,43.6,37.5,,08:00,293.0
2022-06-26,Lunch,Chicken,276.0,25.9,58.7,8.2,13:00,258.0
2022-06-26,Supper,,,,,,,
2022-06-26,Dinner,Fish,601.0,17.4,40.4,25.0,20:30,419.0
2022-06-27,Breakfast,Oats,490.0,29.8,84.6,29.6,08:00,34.0
2022-06-27,Lunch,Curd,662.0,18.8,79.1,20.5,13:00,1428.0
2022-06-27,Supper,Yogurt,338.0,31.8,54.0,29.0,17:00,712.0
2022-06-27,Dinner,Fish,540.0,28.1,30.5,34.6,20:30,416.0
2022-06-28,Breakfast,Eggs,261.0,12.8,46.5,14.7,08:00,835.0
2022-06-28,Lunch,Dal,392.0,24.4,40.2,8.5,13:00,
2022-06-28,Supper,Nuts,481.0,15.1,,29.3,17:00,739.0
2022-06-28,Dinner,Khichdi,498.0,14.1,,,20:30,630.0
2022-06-29,Breakfast,,,,,,,
2022-06-29,Lunch,,,,,,,
2022-06-29,Supper,Sprouts,516.0,16.4,61.9,18.2,17:00,1715.0
2022-06-29,Dinner,Vegetables,592.0,,70.6,8.4,20:30,80.0
2022-06-30,Breakfast,Oats,572.0,32.7,36.2,31.6,08:00,
2022-06-30,Lunch,Curd,608.0,18.9,77.2,30.1,13:00,502.0
2022-06-30,Supper,,,,,,,
2022-06-30,Dinner,,,,,,,
2022-07-01,Breakfast,Smoothie,386.0,13.6,26.0,24.6,08:00,0.0
2022-07-01,Lunch,,,,,,,
2022-07-01,Supper,Fruit,579.0,40.6,33.2,31.4,17:00,693.0
2022-07-01,Dinner,Khichdi,519.0,30.3,30.1,13.2,20:30,402.0
2022-07-02,Breakfast,Pancakes,687.0,30.0,40.5,,08:00,1303.0
2022-07-02,Lunch,Dal,649.0,,54.9,16.3,13:00,1239.0
2022-07-02,Supper,Fruit,270.0,43.8,49.5,15.0,17:00,359.0
2022-07-02,Dinner,Khichdi,671.0,24.7,75.4,17.1,,282.0
2022-07-03,Breakfast,Oats,647.0,27.3,30.3,13.3,08:00,710.0
2022-07-03,Lunch,Chicken,286.0,34.6,67.8,,13:00,
2022-07-03,Supper,Nuts,536.0,,64.2,27.6,17:00,1308.0
2022-07-03,Dinner,,,,,,,
2022-07-04,Breakfast,,,,,,,
2022-07-04,Lunch,Chicken,620.0,26.3,48.5,10.9,13:00,418.0
2022-07-04,Supper,Nuts,642.0,,,22.6,,2138.0
2022-07-04,Dinner,Vegetables,264.0,14.8,79.3,12.2,20:30,801.0
2022-07-05,Breakfast,Oats,292.0,15.6,82.6,8.3,08:00,1034.0
2022-07-05,Lunch,Curd,405.0,23.6,,8.4,13:00,355.0
2022-07-05,Supper,Yogurt,417.0,42.8,70.0,12.2,,608.0
2022-07-05,Dinner,Khichdi,411.0,28.3,42.1,28.7,20:30,323.0
2022-07-06,Breakfast,Eggs,690.0,37.3,48.5,,08:00,762.0
2022-07-06,Lunch,Chicken,613.0,23.7,62.6,32.6,13:00,835.0
2022-07-06,Supper,Nuts,609.0,,83.1,32.8,17:00,86.0
2022-07-06,Dinner,Khichdi,483.0,10.4,30.9,23.0,20:30,235.0
2022-07-07,Breakfast,Toast,606.0,44.1,,21.5,08:00,1315.0
2022-07-07,Lunch,,,,,,,
2022-07-07,Supper,,,,,,,
2022-07-07,Dinner,Roti,616.0,12.3,60.7,24.0,20:30,1386.0
2022-07-08,Breakfast,Poha,513.0,43.8,54.4,11.9,08:00,842.0
2022-07-08,Lunch,Salad,439.0,12.9,72.1,16.4,13:00,157.0
2022-07-08,Supper,Sprouts,468.0,10.5,48.6,24.2,17:00,566.0
2022-07-08,Dinner,Roti,693.0,,61.5,16.5,20:30,
2022-07-09,Breakfast,Oats,466.0,35.1,60.0,21.7,08:00,1454.0
2022-07-09,Lunch,Curd,517.0,18.7,66.9,,13:00,254.0
2022-07-09,Supper,,,,,,,
2022-07-09,Dinner,Roti,307.0,,25.5,22.0,20:30,26.0
2022-07-10,Breakfast,Pancakes,363.0,30.4,48.2,12.4,08:00,90.0
2022-07-10,Lunch,,,,,,,
2022-07-10,Supper,Nuts,402.0,11.4,73.2,30.3,17:00,
2022-07-10,Dinner,Vegetables,296.0,26.1,65.9,23.0,20:30,301.0
2022-07-11,Breakfast,Smoothie,611.0,25.4,60.7,29.5,08:00,
2022-07-11,Lunch,Curd,430.0,20.5,73.6,13.6,13:00,509.0
2022-07-11,Supper,Fruit,352.0,36.7,,34.7,17:00,1169.0
2022-07-11,Dinner,Fish,393.0,36.8,42.4,24.0,20:30,362.0
2022-07-12,Breakfast,Smoothie,428.0,16.9,34.4,35.0,08:00,
2022-07-12,Lunch,Chicken,362.0,,57.4,24.2,13:00,491.0
2022-07-12,Supper,,,,,,,
2022-07-12,Dinner,,,,,,,
2022-07-13,Breakfast,Poha,564.0,43.1,72.2,13.9,08:00,304.0
2022-07-13,Lunch,Rice,481.0,28.9,73.7,27.6,13:00,552.0
2022-07-13,Supper,Yogurt,429.0,23.4,52.6,27.3,17:00,870.0
2022-07-13,Dinner,,,,,,,
2022-07-14,Breakfast,Toast,578.0,13.0,77.5,28.8,,171.0
2022-07-14,Lunch,,,,,,,
2022-07-14,Supper,Sandwich,539.0,38.0,58.1,14.3,17:00,216.0
2022-07-14,Dinner,,,,,,,
2022-07-15,Breakfast,Pancakes,478.0,,,33.0,08:00,853.0
2022-07-15,Lunch,,,,,,,
2022-07-15,Supper,Yogurt,524.0,31.8,88.1,23.1,17:00,476.0
2022-07-15,Dinner,Tofu,267.0,36.0,73.8,16.6,,30.0
2022-07-16,Breakfast,Poha,638.0,16.6,78.2,11.2,08:00,1719.0
2022-07-16,Lunch,Salad,586.0,12.7,70.9,32.8,13:00,152.0
2022-07-16,Supper,,,,,,,
2022-07-16,Dinner,,,,,,,
2022-07-17,Breakfast,,,,,,,
2022-07-17,Lunch,Paneer,660.0,22.5,36.5,26.8,13:00,
2022-07-17,Supper,Sandwich,676.0,30.4,59.7,24.1,17:00,1418.0
2022-07-17,Dinner,Tofu,605.0,42.8,45.0,,20:30,378.0
2022-07-18,Breakfast,Toast,355.0,,88.2,15.7,08:00,321.0
2022-07-18,Lunch,Rice,390.0,28.4,66.6,,13:00,523.0
2022-07-18,Supper,Nuts,548.0,27.3,83.2,15.2,17:00,1066.0
2022-07-18,Dinner,Fish,331.0,21.2,36.6,14.5,20:30,1513.0
2022-07-19,Breakfast,Poha,653.0,15.3,33.5,,08:00,528.0
2022-07-19,Lunch,Paneer,401.0,40.6,27.8,,13:00,862.0
2022-07-19,Supper,Yogurt,661.0,33.9,38.5,29.6,17:00,544.0
2022-07-19,Dinner,Fish,620.0,22.6,,,20:30,155.0
2022-07-20,Breakfast,Oats,399.0,17.6,33.5,8.3,08:00,349.0
2022-07-20,Lunch,Dal,286.0,41.1,73.5,,13:00,480.0
2022-07-20,Supper,Sandwich,437.0,17.8,85.7,17.3,,1035.0
2022-07-20,Dinner,Fish,425.0,16.0,32.4,23.4,20:30,
2022-07-21,Breakfast,Toast,354.0,,84.5,20.6,,321.0
2022-07-21,Lunch,Curd,598.0,29.6,58.8,24.5,13:00,
2022-07-21,Supper,Sandwich,556.0,20.1,,20.2,17:00,84.0
2022-07-21,Dinner,Soup,437.0,35.5,81.9,33.3,20:30,1446.0
2022-07-22,Breakfast,Oats,618.0,13.5,62.7,25.0,08:00,122.0
2022-07-22,Lunch,Paneer,454.0,,75.3,9.4,13:00,119.0
2022-07-22,Supper,Yogurt,530.0,30.9,77.6,29.6,17:00,
2022-07-22,Dinner,Fish,649.0,,51.3,33.2,20:30,84.0
2022-07-23,Breakfast,Eggs,663.0,41.8,37.6,,08:00,1655.0
2022-07-23,Lunch,,,,,,,
2022-07-23,Supper,Fruit,524.0,37.3,26.3,16.8,17:00,
2022-07-23,Dinner,,,,,,,
2022-07-24,Breakfast,,,,,,,
2022-07-24,Lunch,Rice,405.0,19.2,52.8,27.8,13:00,630.0
2022-07-24,Supper,Yogurt,405.0,11.0,25.6,,17:00,869.0
2022-07-24,Dinner,,,,,,,
2022-07-25,Breakfast,,,,,,,
2022-07-25,Lunch,Rice,559.0,13.9,32.5,29.6,13:00,384.0
2022-07-25,Supper,Nuts,485.0,11.8,40.0,29.7,17:00,1068.0
2022-07-25,Dinner,,,,,,,
2022-07-26,Breakfast,Poha,677.0,40.3,36.2,31.0,08:00,869.0
2022-07-26,Lunch,Chicken,351.0,,58.3,,13:00,689.0
2022-07-26,Supper,Sprouts,307.0,,59.9,8.1,17:00,468.0
2022-07-26,Dinner,Fish,458.0,26.6,54.0,8.2,20:30,64.0
2022-07-27,Breakfast,Poha,343.0,22.7,67.9,,08:00,1110.0
2022-07-27,Lunch,Dal,406.0,,78.8,28.8,13:00,864.0
2022-07-27,Supper,Yogurt,562.0,20.6,,20.7,17:00,653.0
2022-07-27,Dinner,Tofu,559.0,42.5,62.7,26.0,,175.0
2022-07-28,Breakfast,Poha,269.0,18.7,26.0,,,597.0
2022-07-28,Lunch,Dal,556.0,41.3,39.8,28.0,13:00,
2022-07-28,Supper,Sandwich,359.0,31.6,25.2,8.3,17:00,2203.0
2022-07-28,Dinner,Tofu,651.0,44.9,35.0,31.3,,130.0
2022-07-29,Breakfast,Toast,396.0,26.9,56.9,11.2,08:00,204.0
2022-07-29,Lunch,Chicken,680.0,33.7,,11.5,13:00,593.0
2022-07-29,Supper,Fruit,577.0,25.1,65.5,10.0,17:00,1871.0
2022-07-29,Dinner,Roti,352.0,21.7,74.7,,20:30,666.0
2022-07-30,Breakfast,Eggs,568.0,21.2,79.5,25.7,08:00,688.0
2022-07-30,Lunch,Curd,525.0,20.9,56.6,25.9,13:00,1475.0
